ID,Class,PC1,PC2,PC3,PC4,PC5
1698,Medium,-0.457876,0.825852,0.595336,0.629920,0.969624
1699,Medium,0.991032,0.624099,0.563587,0.143293,1.746927
1700,Medium,0.529252,-0.062095,1.428747,0.003648,0.277559
1701,Low,0.273933,-1.588732,-0.687521,-1.123109,0.343605
1702,Medium,-0.574503,0.516185,-0.003926,0.003648,0.914304
1703,Low,1.119217,0.150801,-3.190731,-1.719000,-0.616028
1704,Low,0.644303,-0.144790,0.261972,0.167278,-0.672477
1705,Medium,0.357463,0.991243,0.419725,0.807941,0.200789
1706,Medium,0.515067,0.724389,0.256019,0.352228,1.534679
1707,Medium,-2.781489,-0.019281,1.376163,1.699112,0.097487
1708,Medium,0.972645,1.034643,0.641968,0.219512,1.112440
1709,Low,0.613833,-1.594596,-0.544651,-1.099657,1.570807
1710,Low,0.778267,-1.437417,0.814603,-0.011276,-0.708605
1711,Low,-0.017635,-0.747117,-0.939529,-1.197195,0.110470
1712,Medium,0.537132,1.272172,0.840399,0.878829,0.118373
1713,Medium,-1.234340,0.721457,1.136061,1.289237,0.698105
1714,Medium,-1.892600,0.872772,1.092406,1.934697,0.701492
1715,Medium,0.802433,0.712073,1.179716,0.960911,0.083939
1716,Medium,0.313334,-0.087314,0.347297,0.441772,1.179615
1717,Low,-0.321286,-1.056784,-0.179538,-0.908844,-0.179113
1718,Low,-0.647527,-1.229799,-1.772940,-1.979636,-0.740216
1719,Low,1.160720,0.617062,-0.179538,0.013242,-1.738235
1720,Medium,0.865474,1.211177,0.774917,0.819134,0.402876
1721,Low,-2.767304,0.301529,-0.003926,1.292435,-0.675864
1722,High,-0.101691,0.895058,1.355328,1.091495,-0.908434
1723,High,-1.563208,0.635243,1.092406,1.299364,0.575046
1724,Medium,0.197232,0.664567,0.258995,-0.056048,1.668463
1725,Medium,0.527150,-0.014589,0.741183,-0.048053,0.937449
1726,Low,-0.417424,-1.716587,-0.398804,-0.672193,0.527629
1727,Low,0.377426,-0.045087,-0.266847,-0.621558,1.692736
1728,High,-0.259820,1.418208,1.268018,1.333476,1.351220
1729,High,-2.582382,1.063381,0.957473,1.075506,1.192034
1730,Medium,0.622764,0.818815,0.361187,0.110780,1.475972
1731,Medium,-0.722126,0.541404,0.502074,0.265349,0.550773
1732,Medium,-0.055985,0.180126,0.715387,0.451366,0.993898
1733,Low,0.553418,-0.827466,-0.003926,-1.053286,-1.322770
1734,Low,-0.006077,-1.781101,-1.813618,-1.594278,0.164661
1735,High,-0.945399,0.832890,0.913818,1.202892,0.822293
1736,Low,1.054074,-0.582313,-0.506949,-1.275546,-1.179390
1737,Medium,0.625390,0.632897,-0.003926,1.198628,0.939706
1738,Medium,-0.001875,-0.015762,0.760034,0.262684,0.098616
1739,Medium,0.231380,0.142590,-0.040636,-0.304958,0.507871
1740,Medium,0.375325,0.008870,-0.251965,-0.332141,1.566855
1741,Low,0.517694,-2.669635,-1.289760,-1.245698,-0.717072
1742,Low,-0.001875,0.826439,-0.223192,0.112379,-1.585823
1743,Medium,-0.001875,0.364284,0.982277,1.234339,-0.038555
1744,Medium,0.552892,0.669846,1.249167,1.021140,-0.373862
1745,Low,0.905926,-2.167012,-0.843290,-0.877397,-1.664287
1746,High,-1.990315,0.774241,1.190630,1.950154,0.596496
1747,Low,0.251343,-1.422755,-1.056603,-1.493009,0.072085
1748,High,-3.063600,1.023500,1.274963,1.297232,1.060507
1749,Low,-0.001875,1.441082,-0.193428,0.190197,-1.528245
1750,Medium,0.324366,0.124995,-0.003926,1.145861,0.471180
1751,Low,0.593870,0.618821,0.471317,0.279207,-1.617434
1752,Low,0.477242,-1.040949,-2.450583,-1.923138,-0.172904
1753,Low,0.805059,-4.127065,-2.649014,-2.307962,-0.486196
1754,Medium,0.778267,0.055203,0.332415,0.060678,-0.968835
1755,Low,0.508763,-2.093114,-2.506143,-1.970575,-1.135359
1756,Medium,1.138655,0.869253,0.641968,0.900149,-0.284108
1757,High,-1.840591,0.973648,0.975332,1.254060,0.670445
1758,Low,-0.524595,-1.934175,-1.026839,-1.475953,-0.127180
1759,Low,0.536607,0.262234,-1.132999,0.130501,0.801406
1760,High,0.653759,0.784212,1.188646,0.945987,-0.398700
1761,Low,0.364818,-0.623367,-1.243129,0.153420,-1.435668
1762,Low,-0.088557,-0.941245,0.419725,0.136364,-1.231887
1763,Medium,0.902249,0.900923,0.481238,0.676823,-0.620544
1764,Low,0.550266,-0.972329,-1.502081,-1.024504,-0.197177
1765,Medium,-0.001875,0.671019,-0.003926,1.211420,0.695282
1766,Medium,-0.208336,0.896231,0.390952,1.427284,0.985430
1767,Low,0.964765,-0.778201,-1.883069,-0.906179,1.559517
1768,Medium,0.755151,0.014735,0.595336,-0.161048,0.878742
1769,Low,1.093475,1.199447,0.463380,0.694412,-0.681509
1770,High,-1.923596,1.247540,0.873140,1.439010,1.100022
1771,Low,1.100830,0.763684,0.109180,0.021237,-0.984076
1772,Low,-0.208336,-0.860896,-1.755081,-1.645979,0.475696
1773,Low,0.442569,-0.368830,0.273878,0.198725,-0.980689
1774,Low,0.195656,-0.414576,-0.003926,-0.694579,-1.116167
1775,Low,0.119481,-0.473812,-0.756972,0.119308,-0.314591
1776,Low,1.028857,-0.301384,-1.658842,-1.621994,0.838098
1777,Low,0.355887,-1.798695,-1.129031,-1.545243,-0.489018
1778,High,-2.455248,1.010597,1.296791,1.521624,0.990511
1779,Low,-0.295019,-0.855031,-1.772940,-0.963210,0.083939
1780,Low,-0.652255,-0.813390,0.098266,0.209385,-1.382606
1781,Low,0.831852,0.316778,-0.003926,0.003648,-0.374991
1782,Low,-0.762053,-0.276751,-0.029722,0.145425,-1.384864
1783,Medium,0.661639,0.359592,0.489176,0.321847,-1.209308
1784,Medium,0.364293,0.697411,0.668756,0.721595,-0.212418
1785,Low,-0.254041,-0.002860,-0.310502,-1.246231,-0.634092
1786,Low,-0.207811,-0.846820,-1.722340,-1.686487,-0.715943
1787,Medium,1.003641,0.838169,0.730269,0.738651,-1.350430
1788,Low,1.068784,0.330854,0.478262,0.305857,-0.940610
1789,Low,-0.530374,-0.995203,0.530846,0.511594,-1.351559
1790,Medium,-0.001875,-0.006379,-0.158702,0.990759,-0.007508
1791,Medium,0.644303,0.221767,0.901912,0.917205,-0.529661
1792,Medium,1.134452,-0.008138,0.438576,0.625123,-0.435392
1793,Low,-0.494125,-0.468534,0.241137,0.301060,-1.437926
1794,Medium,0.381104,0.783039,0.508027,0.363421,-1.717349
1795,Medium,-0.505683,0.944910,0.080407,0.386873,-1.032622
1796,Medium,0.426809,0.178366,0.901912,1.113881,0.822293
1797,Low,0.629068,0.065173,-0.003926,-1.035164,-1.551389
1798,Low,0.235057,0.111506,-1.672732,-1.580953,-0.052667
1799,Medium,0.778267,0.912653,0.402858,0.499335,1.048089
1800,Low,1.217457,-0.484369,0.314556,0.500401,-1.464457
1801,High,-2.767830,1.189477,1.194598,1.498705,0.998978
1802,Low,0.005480,-2.863177,-0.603188,-1.834660,-1.277611
1803,Medium,0.154154,0.201826,0.960450,0.430579,1.022122
1804,Low,0.519796,-1.520699,-0.974255,-1.211053,-0.255884
1805,Medium,-2.055984,0.934353,1.179716,1.976271,0.857291
1806,Medium,-0.674845,0.673951,0.116125,0.215248,0.313687
1807,Low,0.788774,-0.392876,-0.175569,-0.161048,-0.971657
1808,Medium,-0.190474,0.787730,0.408811,1.411827,1.008010
1809,Low,0.722580,-0.433344,-2.020979,-1.122043,-0.568047
1810,Low,0.832903,-2.037984,-1.231223,-1.503669,-0.048716
1811,Low,1.090323,0.471612,1.033869,0.823398,-0.226530
1812,Medium,0.062743,0.597121,0.493144,0.426315,-1.536147
1813,Low,0.920636,0.014149,-2.283900,-1.863975,-1.495504
1814,Low,0.312809,-0.571169,-1.529862,-1.624659,-0.468697
1815,Medium,0.260274,0.781866,1.231308,1.031267,-0.495792
1816,Medium,0.806110,0.712660,0.452466,0.256822,-1.544050
1817,Medium,0.673197,0.125582,0.851313,-0.089094,1.194856
1818,High,-0.262447,0.937872,0.475285,1.316420,0.811003
1819,Medium,0.788774,0.817642,0.679670,0.127303,1.656045
1820,Low,-2.019735,0.136725,-0.003926,1.297765,-0.697315
1821,Low,0.995235,0.212969,-0.003926,0.649641,-0.564660
1822,Medium,-0.168935,1.019394,-0.003926,0.608600,0.282640
1823,High,-1.757586,1.084495,1.121179,1.190633,1.337672
1824,Low,-1.451309,0.509147,-0.121000,-0.888057,-0.141857
1825,Medium,-0.001875,0.478650,-0.121000,1.162917,0.375216
1826,Low,0.093739,-2.131236,-1.473309,0.003648,-0.844083
1827,Low,0.450450,-0.039809,-0.763917,-1.453567,0.350379
1828,Low,1.192240,-0.589937,0.341344,0.521188,-1.281562
1829,Medium,-0.170511,-0.090247,1.574594,1.166648,-0.474341
1830,High,0.528201,0.556066,0.619148,0.609666,1.925306
1831,Medium,-0.267175,0.572488,0.770948,0.878296,-0.383459
1832,Medium,-0.258770,0.116785,0.264948,0.369284,0.455374
1833,Medium,0.369021,-0.025146,-0.003926,0.073470,0.283769
1834,High,-0.096962,1.317332,1.246191,1.327080,1.641368
1835,Low,0.809787,0.469266,0.376070,0.308522,-3.321630
1836,Low,0.392136,-2.530050,-1.275870,-1.583085,-0.406603
1837,Low,-0.014483,-0.351822,-0.351181,-1.018108,-1.881615
1838,Low,0.746746,0.289213,-1.070494,-0.159982,-0.086537
1839,Low,0.465685,0.390676,-2.663896,-1.647045,0.449165
1840,Medium,-0.481517,0.771895,-0.000949,0.377812,-1.324464
1841,Medium,-2.824567,0.594188,1.413865,1.538147,0.551902
1842,Medium,0.536081,0.811777,0.521917,0.583549,0.601577
1843,Medium,-0.260346,1.012943,0.843375,1.198628,1.353478
1844,High,-1.656194,1.124376,1.074548,1.283374,0.629237
1845,Medium,0.608579,0.905615,0.490168,0.581950,1.123730
1846,Low,-0.579757,-1.397535,0.311580,0.163547,-0.989721
1847,Medium,0.781419,0.568969,0.463380,-0.139729,0.664235
1848,Medium,-0.001875,0.830544,-0.299588,-0.003281,-0.374427
1849,Low,0.208264,0.271618,0.332415,0.721595,0.787859
1850,Medium,0.724681,0.839342,0.832462,0.900682,-0.765618
1851,Medium,-0.001875,0.163704,-0.149773,1.136267,0.445778
1852,Low,0.102670,-1.959394,-1.725317,-1.769102,-1.156810
1853,Medium,-0.027091,0.747263,0.452466,-0.012875,-0.629576
1854,Medium,-1.319972,0.790663,0.194505,1.142663,0.526500
1855,Low,1.010996,0.560172,0.007980,0.024968,-1.060282
1856,Low,0.198283,-1.630372,-0.412694,-0.578918,0.324977
1857,Low,0.350634,-2.065549,-1.468348,-2.317023,-0.298785
1858,High,0.018614,1.252231,1.333500,1.033932,-0.849727
1859,Medium,0.312283,0.085114,0.163748,-0.270313,1.581532
1860,Medium,1.188563,0.404752,-0.129930,0.732255,1.438151
1861,Medium,0.505086,0.659875,0.376070,0.132633,1.731122
1862,Low,0.901723,-1.014557,-2.277947,-1.131637,-0.622802
1863,Low,0.578634,-0.018695,-0.906788,-0.205820,0.221675
1864,Medium,-0.311830,1.086254,0.960450,1.181039,0.431665
1865,Low,-0.735785,-1.134201,-0.785745,-1.358694,0.472309
1866,Low,0.628543,0.390089,0.039729,-0.795848,0.054586
1867,Low,1.204849,0.924969,-0.945482,-0.428080,-1.336882
1868,Low,0.248716,-0.673805,-0.374992,-0.228206,-2.331514
1869,High,-1.804867,1.071006,0.946559,1.163983,0.574481
1870,Medium,-0.519867,0.954880,1.451567,1.031800,0.634317
1871,Low,0.903825,0.740225,0.269909,-0.738818,-0.344509
1872,Low,-0.001875,-0.677324,0.083384,0.072937,-2.087090
1873,Low,0.923263,-0.259156,-0.357133,-0.372648,1.105102
1874,Low,0.395814,-0.591110,-0.902819,-1.502070,0.345298
1875,Low,-0.014483,-0.595802,0.145890,-0.664731,-1.618563
1876,Low,0.044881,0.097430,-0.003926,-0.895519,-0.964319
1877,Low,1.205899,0.384811,0.893975,0.828728,0.172564
1878,Low,-2.940144,-2.470228,-0.566478,-1.584151,0.686815
1879,High,-1.578968,0.998867,1.198567,1.371852,0.562063
1880,Medium,-1.549549,1.109714,0.098266,-0.489908,0.889467
1881,Low,0.946378,-0.330122,-0.454365,-0.482446,0.603270
1882,Medium,0.589667,0.983619,-0.427577,-0.026733,-0.892064
1883,Medium,-3.738672,0.965437,1.487285,1.821702,0.206998
